sale_id,date,region,tyre_type,tyre_size,units_sold,unit_price,total_sales,revenue,bill_date,price
S04449,2024-05-08,North,Radial,16,79.0,3583.0,283057.0,283057.0,2024-05-08,3583
S04450,2024-06-08,South,Radial,17,84.0,4106.0,344904.0,344904.0,2024-06-08,4106
S04451,2024-03-29,North,Biased,15,92.0,3807.0,350244.0,350244.0,2024-03-29,3807
S04452,2024-04-02,East,Radial,14,110.0,3751.0,412610.0,412610.0,2024-04-02,3751
S04453,2024-03-11,East,Radial,15,89.0,5004.0,445356.0,445356.0,2024-03-11,5004
S04455,2024-05-27,North,Radial,16,136.0,3679.0,500344.0,500344.0,2024-05-27,3679
S04456,2024-04-26,East,Biased,17,91.0,5119.0,465829.0,465829.0,2024-04-26,5119
S04457,2024-04-03,South,Biased,16,91.0,4833.0,439803.0,439803.0,2024-04-03,4833
S04458,2024-06-11,Unknown,Radial,16,52.0,5460.0,283920.0,283920.0,2024-06-11,5460
S04459,2024-04-08,South,Biased,17,139.0,3925.0,545575.0,545575.0,2024-04-08,3925
S04462,2024-03-31,West,Radial,14,134.0,3538.0,474092.0,474092.0,2024-03-31,3538
S04463,2024-03-30,North,Radial,17,70.0,4802.0,336140.0,336140.0,2024-03-30,4802
S04464,2024-01-17,West,Radial,18,122.0,4315.0,526430.0,526430.0,2024-01-17,4315
S04465,2024-01-18,South,Radial,17,126.0,4124.0,519624.0,519624.0,2024-01-18,4124
S04466,2024-06-21,East,Radial,17,102.0,3875.0,395250.0,395250.0,2024-06-21,3875
S04467,2024-04-25,East,Radial,18,93.0,5452.0,507036.0,507036.0,2024-04-25,5452
S04468,2024-04-02,North,Radial,17,95.0,5162.0,490390.0,490390.0,2024-04-02,5162
S04469,2024-06-29,West,Biased,15,86.0,3540.0,304440.0,304440.0,2024-06-29,3540
S04470,2024-03-31,North,Biased,16,87.0,5193.0,451791.0,451791.0,2024-03-31,5193
S04471,2024-03-22,South,Radial,16,137.0,5241.0,718017.0,718017.0,2024-03-22,5241
S04472,2024-03-08,West,Radial,14,87.0,3546.0,308502.0,308502.0,2024-03-08,3546
S04473,2024-07-11,North,Radial,14,60.0,5007.0,443617.5,300420.0,2024-07-11,5007
S04474,2024-04-23,East,Biased,18,142.0,3684.0,523128.0,523128.0,2024-04-23,3684
S04475,2024-01-01,East,Biased,15,94.0,3571.0,335674.0,335674.0,2024-01-01,3571
S04476,2024-02-27,North,Radial,14,113.0,4068.0,459684.0,459684.0,2024-02-27,4068
S04477,2024-06-02,North,Radial,16,93.0,5274.0,490482.0,490482.0,2024-06-02,5274
S04480,2024-04-25,South,Radial,17,139.0,4068.0,565452.0,565452.0,2024-04-25,4068
S04481,2024-03-27,East,Biased,14,110.0,4463.0,490930.0,490930.0,2024-03-27,4463
S04482,2024-01-10,South,Biased,18,139.0,4766.0,662474.0,662474.0,2024-01-10,4766
S04483,2024-02-28,South,Radial,16,61.0,3827.0,233447.0,233447.0,2024-02-28,3827
S04484,2024-02-10,West,Biased,18,131.0,5159.0,675829.0,675829.0,2024-02-10,5159
S04485,2024-04-14,South,Radial,18,58.0,3652.0,211816.0,211816.0,2024-04-14,3652
S04486,2024-05-12,West,Biased,15,116.0,4778.0,554248.0,554248.0,2024-05-12,4778
S04487,2024-05-01,South,Biased,17,123.0,4228.0,520044.0,520044.0,2024-05-01,4228
S04488,2024-07-11,East,Radial,18,51.0,4947.0,252297.0,252297.0,2024-07-11,4947
S04489,2024-05-24,North,Radial,15,57.0,3731.0,212667.0,212667.0,2024-05-24,3731
S04490,2024-01-22,East,Biased,16,92.0,5052.0,464784.0,464784.0,2024-01-22,5052
S04491,2024-04-07,South,Biased,16,67.0,5115.0,342705.0,342705.0,2024-04-07,5115
S04492,2024-06-17,North,Biased,15,101.0,5019.0,506919.0,506919.0,2024-06-17,5019
S04493,2024-03-08,North,Radial,18,88.0,3675.0,443617.5,323400.0,2024-03-08,3675
S04494,2024-07-15,North,Radial,18,80.0,4050.0,324000.0,324000.0,2024-07-15,4050
S04495,2024-05-18,West,Radial,17,63.0,3642.0,229446.0,229446.0,2024-05-18,3642
S04496,2024-02-25,East,Radial,17,113.0,3520.24,397308.0,397308.0,2024-02-25,3516
S04497,2024-06-27,West,Biased,16,146.0,3748.0,547208.0,547208.0,2024-06-27,3748
S04498,2024-05-28,North,Biased,17,142.0,4558.0,647236.0,647236.0,2024-05-28,4558
S04499,2024-04-08,East,Biased,15,93.0,4300.0,399900.0,399900.0,2024-04-08,4300
S04500,2024-03-16,Unknown,Biased,16,109.0,4499.0,490391.0,490391.0,2024-03-16,4499
S04502,2024-04-24,West,Radial,16,148.0,3645.0,539460.0,539460.0,2024-04-24,3645
S04503,2024-05-26,West,Radial,14,51.0,4425.0,225675.0,225675.0,2024-05-26,4425
S04505,2024-07-06,West,Biased,17,81.0,3664.0,296784.0,296784.0,2024-07-06,3664
S04506,2024-07-17,North,Biased,15,85.0,4634.0,393890.0,393890.0,2024-07-17,4634
S04507,2024-02-16,North,Biased,18,104.0,4146.0,431184.0,431184.0,2024-02-16,4146
S04508,2024-03-11,West,Biased,18,136.0,4597.0,625192.0,625192.0,2024-03-11,4597
S04509,2024-06-02,South,Biased,17,112.0,5476.0,615888.0,615888.0,2024-06-02,5499
S04510,2024-02-09,East,Biased,17,118.0,4167.0,491706.0,491706.0,2024-02-09,4167
S04511,2024-05-12,Wst,Biased,17,129.0,5250.0,677250.0,677250.0,2024-05-12,5250
S04512,2024-05-28,East,Radial,14,89.0,3853.0,342917.0,342917.0,2024-05-28,3853
S04513,2024-05-11,South,Biased,15,73.0,4797.0,350181.0,350181.0,2024-05-11,4797
S04514,2024-01-23,East,Biased,14,107.0,4442.0,475294.0,475294.0,2024-01-23,4442
S04515,2024-04-15,South,Radial,17,77.0,4802.0,369754.0,369754.0,2024-04-15,4802
S04516,2024-03-24,South,Radial,15,111.0,5183.0,575313.0,575313.0,2024-03-24,5183
S04517,2024-05-22,North,Biased,17,74.0,4554.0,336996.0,336996.0,2024-05-22,4554
S04518,2024-04-25,North,Radial,15,56.0,4025.0,225400.0,225400.0,2024-04-25,4025
S04519,2024-04-18,South,Radial,18,87.0,5058.0,440046.0,440046.0,2024-04-18,5058
S04520,2024-05-15,West,Biased,14,120.0,4009.0,481080.0,481080.0,2024-05-15,4009
S04521,2024-02-10,North,Radial,17,135.0,5037.0,679995.0,679995.0,2024-02-10,5037
S04522,2024-04-21,South,Biased,17,135.0,5448.0,735480.0,735480.0,2024-04-21,5448
S04523,2024-05-26,East,Biased,16,140.0,3677.0,514780.0,514780.0,2024-05-26,3677
S04524,2024-04-21,East,Biased,18,146.0,3828.0,558888.0,558888.0,2024-04-21,3828
S04525,2024-04-12,West,Radial,17,94.0,5094.0,478836.0,478836.0,2024-04-12,5094
S04526,2024-02-15,East,Radial,14,81.0,4300.0,348300.0,348300.0,2024-02-15,4300
S04527,2024-06-04,East,Biased,18,81.0,4187.0,339147.0,339147.0,2024-06-04,4187
S04528,2024-03-08,South,Biased,17,51.0,4695.0,234750.0,234750.0,2024-03-08,4695
S04529,2024-05-01,East,Radial,14,123.0,4919.0,605037.0,605037.0,2024-05-01,4919
S04530,2024-01-15,East,Biased,16,94.0,5118.0,481092.0,481092.0,2024-01-15,5118
S04531,2024-06-13,East,Radial,16,113.0,4437.0,501381.0,501381.0,2024-06-13,4437
S04532,2024-05-08,East,Radial,14,117.0,4479.0,524043.0,524043.0,2024-05-08,4479
S04534,2024-04-20,East,Radial,14,56.0,4558.0,255248.0,255248.0,2024-04-20,4558
S04535,2024-01-24,West,Radial,14,87.0,3796.0,330252.0,330252.0,2024-01-24,3796
S04536,2024-01-27,North,Radial,16,119.0,4992.0,443617.5,594048.0,2024-01-27,4992
S04537,2024-02-09,West,Biased,16,102.0,5474.0,558348.0,558348.0,2024-02-09,5474
S04538,2024-07-09,North,Biased,16,124.0,5018.0,622232.0,622232.0,2024-07-09,5018
S04539,2024-07-07,West,Radial,17,122.0,4121.0,502762.0,502762.0,2024-07-07,4121
S04540,2024-06-12,Unknown,Radial,17,79.0,4758.0,375882.0,375882.0,2024-06-12,4758
S04541,2024-01-24,North,Biased,15,71.0,4408.0,312968.0,312968.0,2024-01-24,4408
S04542,2024-01-24,North,Biased,17,107.0,4562.0,488134.0,488134.0,2024-01-24,4562
S04543,2024-01-04,North,Biased,18,122.0,4742.0,578524.0,578524.0,2024-01-04,4742
S04545,2024-02-03,West,Biased,16,95.0,4205.0,399475.0,399475.0,2024-02-03,4205
S04546,2024-07-03,North,Biased,14,146.0,5198.0,758908.0,758908.0,2024-07-03,5198
S04547,2024-06-25,West,Biased,16,75.0,4127.0,309525.0,309525.0,2024-06-25,4127
S04548,2024-06-29,East,Biased,14,113.0,5363.0,606019.0,606019.0,2024-06-29,5363
S04549,2024-04-25,North,Radial,16,129.0,4172.0,538188.0,538188.0,2024-04-25,4172
S04550,2024-01-23,West,Biased,16,58.0,5124.0,297192.0,297192.0,2024-01-23,5124
S04551,2024-04-18,South,Radial,18,136.0,3919.0,532984.0,532984.0,2024-04-18,3919
S04552,2024-03-09,West,Biased,14,64.0,4152.0,265728.0,265728.0,2024-03-09,4152
S04553,2024-04-04,North,Biased,15,68.0,4323.0,293964.0,293964.0,2024-04-04,4323
S04554,2024-06-29,East,Biased,15,65.0,4697.0,305305.0,305305.0,2024-06-29,4697
S04556,2024-06-17,Eest,Biased,16,148.0,4366.0,646168.0,646168.0,2024-06-17,4366
S04557,2024-02-26,South,Radial,18,100.0,4313.0,431300.0,431300.0,2024-02-26,4313
S04558,2024-07-06,West,Biased,14,126.0,4367.0,550242.0,550242.0,2024-07-06,4367
S04559,2024-02-23,West,Radial,16,95.0,3612.0,343140.0,343140.0,2024-02-23,3612
S04560,2024-03-10,South,Radial,15,56.0,5402.0,302512.0,302512.0,2024-03-10,5402
S04561,2024-04-10,South,Biased,14,83.0,4439.0,368437.0,368437.0,2024-04-10,4439
S04562,2024-02-26,South,Radial,16,107.0,3673.0,393011.0,393011.0,2024-02-26,3673
S04563,2024-05-17,North,Biased,14,127.0,4510.0,572770.0,572770.0,2024-05-17,4510
S04564,2024-06-16,North,Biased,18,72.0,3573.0,257256.0,257256.0,2024-06-16,3573
S04565,2024-05-14,West,Biased,15,72.0,5360.0,385920.0,385920.0,2024-05-14,5360
S04566,2024-04-12,West,Radial,14,66.0,5322.0,351252.0,351252.0,2024-04-12,5322
S04567,2024-06-14,West,Biased,15,62.0,4136.0,256432.0,256432.0,2024-06-14,4136
S04568,2024-03-25,East,Radial,16,76.0,5059.0,384484.0,384484.0,2024-03-25,5059
S04569,2024-03-01,South,Biased,17,115.0,3531.0,406065.0,406065.0,2024-03-01,3531
S04570,2024-01-03,West,Biased,14,79.0,4777.0,377383.0,377383.0,2024-01-03,4777
S04571,2024-05-07,South,Radial,15,53.0,3996.0,211788.0,211788.0,2024-05-07,3996
S04572,2024-06-27,North,Radial,14,143.0,4636.0,662948.0,662948.0,2024-06-27,4636
S04573,2024-03-26,South,Radial,16,116.0,3694.0,428504.0,428504.0,2024-03-26,3694
S04574,2024-02-16,East,Radial,16,63.0,4027.0,253701.0,253701.0,2024-02-16,4027
S04575,2024-07-14,East,Radial,15,60.0,3940.0,236400.0,236400.0,2024-07-14,3940
S04576,2024-03-16,South,Radial,18,89.0,5012.0,446068.0,446068.0,2024-03-16,5012
S04578,2024-06-12,East,Radial,14,145.0,4223.0,612335.0,612335.0,2024-06-12,4223
S04579,2024-06-17,Nort,Biased,16,52.0,5143.0,267436.0,267436.0,2024-06-17,5143
S04580,2024-07-15,West,Biased,14,51.0,3523.0,200853.24,200073.52,2024-07-15,3523
S04581,2024-05-20,East,Biased,15,58.0,3789.0,219762.0,219762.0,2024-05-20,3789
S04582,2024-03-27,West,Biased,17,122.0,4395.0,536190.0,536190.0,2024-03-27,4395
S04583,2024-02-27,South,Biased,16,125.0,3807.0,475875.0,475875.0,2024-02-27,3807
S04584,2024-02-19,South,Radial,17,51.0,3803.0,200853.24,200073.52,2024-02-19,3803
S04585,2024-01-30,East,Biased,14,65.0,5378.0,349570.0,349570.0,2024-01-30,5378
S04586,2024-07-08,South,Biased,18,143.0,4130.0,590590.0,590590.0,2024-07-08,4130
S04587,2024-04-10,North,Biased,15,121.0,5216.0,631136.0,631136.0,2024-04-10,5216
S04588,2024-01-25,East,Radial,14,95.0,4450.0,422750.0,422750.0,2024-01-25,4450
S04589,2024-04-21,East,Radial,15,59.0,3537.0,208683.0,208683.0,2024-04-21,3537
S04590,2024-06-03,East,Radial,14,82.0,3885.0,318570.0,318570.0,2024-06-03,3885
S04591,2024-06-27,South,Radial,14,90.0,4244.0,381960.0,381960.0,2024-06-27,4244
S04592,2024-07-03,South,Biased,14,100.0,5104.0,510400.0,510400.0,2024-07-03,5104
S04594,2024-05-02,West,Biased,17,65.0,4641.0,301665.0,301665.0,2024-05-02,4641
S04597,2024-02-08,East,Radial,17,111.0,4168.0,443617.5,462648.0,2024-02-08,4168
S04599,2024-01-22,East,Biased,16,124.0,4501.0,558124.0,558124.0,2024-01-22,4501
S04600,2024-02-23,South,Radial,16,63.0,4194.0,264222.0,264222.0,2024-02-23,4194
S04601,2024-05-28,East,Biased,14,108.0,4629.0,499932.0,499932.0,2024-05-28,4629
S04602,2024-07-18,East,Biased,17,75.0,5224.0,391800.0,391800.0,2024-07-18,5224
S04603,2024-01-16,East,Biased,18,93.0,5341.0,496713.0,496713.0,2024-01-16,5341
S04604,2024-02-28,West,Biased,15,69.0,5307.0,366183.0,366183.0,2024-02-28,5307
S04605,2024-01-31,East,Biased,16,133.0,5122.0,681226.0,681226.0,2024-01-31,5122
S04606,2024-06-18,South,Biased,14,54.0,5385.0,443617.5,290790.0,2024-06-18,5385
S04607,2024-02-01,East,Biased,18,114.0,4849.0,552786.0,552786.0,2024-02-01,4849
S04608,2024-07-05,West,Radial,17,60.0,4183.0,250980.0,250980.0,2024-07-05,4183
S04609,2024-06-10,North,Biased,18,96.0,5287.0,507552.0,507552.0,2024-06-10,5287
S04610,2024-01-09,West,Radial,16,59.0,3855.0,227445.0,227445.0,2024-01-09,3855
S04611,2024-05-18,East,Radial,15,110.0,4991.0,549010.0,549010.0,2024-05-18,4991
S04612,2024-01-10,North,Biased,17,141.0,5179.0,730239.0,730239.0,2024-01-10,5179
S04613,2024-01-17,East,Biased,15,94.0,4807.0,451858.0,451858.0,2024-01-17,4807
S04614,2024-03-08,West,Radial,18,96.0,4513.0,433248.0,433248.0,2024-03-08,4513
S04615,2024-02-17,Unknown,Radial,18,83.0,3684.0,305772.0,305772.0,2024-02-17,3684
S04616,2024-06-28,North,Biased,14,62.0,3653.0,226486.0,226486.0,2024-06-28,3653
S04617,2024-04-20,East,Biased,17,138.0,4353.0,600714.0,600714.0,2024-04-20,4353
S04619,2024-05-02,West,Radial,16,85.0,3766.0,320110.0,320110.0,2024-05-02,3766
S04620,2024-05-28,East,Biased,16,112.0,4908.0,549696.0,549696.0,2024-05-28,4908
S04621,2024-04-10,North,Radial,15,125.0,4336.0,542000.0,542000.0,2024-04-10,4336
S04623,2024-03-05,South,Biased,18,115.0,4764.0,547860.0,547860.0,2024-03-05,4764
S04624,2024-07-09,West,Radial,16,133.0,3670.0,488110.0,488110.0,2024-07-09,3670
S04625,2024-02-20,East,Biased,17,129.0,5465.0,704985.0,704985.0,2024-02-20,5465
S04626,2024-02-05,West,Biased,15,63.0,4116.0,259308.0,259308.0,2024-02-05,4116
S04627,2024-03-21,South,Biased,17,102.0,4501.0,443617.5,459102.0,2024-03-21,4501
S04628,2024-05-06,South,Radial,18,115.0,4047.0,465405.0,465405.0,2024-05-06,4047
S04630,2024-07-12,North,Radial,16,65.0,4708.0,306020.0,306020.0,2024-07-12,4708
S04631,2024-04-13,East,Biased,14,117.0,5425.0,634725.0,634725.0,2024-04-13,5425
S04633,2024-04-05,Nort,Radial,18,126.0,4166.0,524916.0,524916.0,2024-04-05,4166
S04634,2024-06-15,West,Radial,18,114.0,4392.0,500688.0,500688.0,2024-06-15,4392
S04635,2024-05-02,South,Radial,15,58.0,3909.0,226722.0,226722.0,2024-05-02,3909
S04636,2024-07-16,West,Biased,18,70.0,4238.0,296660.0,296660.0,2024-07-16,4238
S04637,2024-01-01,Unknown,Radial,18,131.0,5176.0,678056.0,678056.0,2024-01-01,5176
S04638,2024-05-30,West,Biased,15,145.0,5111.0,741095.0,741095.0,2024-05-30,5111
S04639,2024-05-01,South,Radial,17,147.0,3645.0,535815.0,535815.0,2024-05-01,3645
S04640,2024-06-15,East,Biased,17,133.0,4561.0,606613.0,606613.0,2024-06-15,4561
S04641,2024-05-05,West,Biased,15,92.0,3989.0,366988.0,366988.0,2024-05-05,3989
S04642,2024-02-26,South,Biased,15,115.0,3761.0,432515.0,432515.0,2024-02-26,3761
S04643,2024-03-21,South,Biased,17,53.0,4649.0,246397.0,246397.0,2024-03-21,4649
S04644,2024-06-10,North,Radial,17,56.0,5127.0,287112.0,287112.0,2024-06-10,5127
S04645,2024-06-17,South,Radial,17,135.0,5319.0,718065.0,718065.0,2024-06-17,5319
S04647,2024-05-20,East,Biased,16,107.0,4784.0,511888.0,511888.0,2024-05-20,4784
S04648,2024-03-10,West,Radial,15,148.0,4966.0,734968.0,734968.0,2024-03-10,4966
S04649,2024-01-06,West,Radial,14,53.0,5476.0,291394.0,291394.0,2024-01-06,5498
S04650,2024-03-24,West,Radial,16,69.0,4378.0,443617.5,302082.0,2024-03-24,4378
S04651,2024-02-21,West,Radial,14,84.0,4631.0,389004.0,389004.0,2024-02-21,4631
S04652,2024-01-03,East,Radial,14,146.0,5476.0,762528.6400000001,762767.88,2024-01-03,5492
S04653,2024-03-21,North,Radial,18,108.0,5080.0,548640.0,548640.0,2024-03-21,5080
S04654,2024-03-03,West,Biased,15,134.0,5403.0,724002.0,724002.0,2024-03-03,5403
S04655,2024-02-18,North,Radial,16,94.0,4960.0,466240.0,466240.0,2024-02-18,4960
S04657,2024-04-21,South,Biased,17,144.0,4444.0,639936.0,639936.0,2024-04-21,4444
S04659,2024-04-18,South,Radial,14,97.0,4613.0,447461.0,447461.0,2024-04-18,4613
S04660,2024-07-01,Nort,Radial,17,79.0,3714.0,293406.0,293406.0,2024-07-01,3714
S04661,2024-07-10,North,Biased,15,78.0,5150.0,401700.0,401700.0,2024-07-10,5150
S04662,2024-03-05,South,Radial,15,85.0,4842.0,411570.0,411570.0,2024-03-05,4842
S04663,2024-03-21,West,Biased,14,91.0,4103.0,373373.0,373373.0,2024-03-21,4103
S04664,2024-07-13,North,Radial,17,78.0,4337.0,338286.0,338286.0,2024-07-13,4337
S04667,2024-02-01,West,Radial,16,62.0,4169.0,258478.0,258478.0,2024-02-01,4169
S04670,2024-07-14,South,Radial,16,63.0,4925.0,310275.0,310275.0,2024-07-14,4925
S04671,2024-05-25,East,Radial,17,55.0,3721.0,204655.0,204655.0,2024-05-25,3721
S04672,2024-04-22,West,Biased,18,65.0,3974.0,258310.0,258310.0,2024-04-22,3974
S04673,2024-03-23,North,Biased,17,90.0,4631.0,416790.0,416790.0,2024-03-23,4631
S04674,2024-02-12,South,Biased,16,101.0,4362.0,440562.0,440562.0,2024-02-12,4362
S04675,2024-04-25,West,Radial,16,134.0,4311.0,577674.0,577674.0,2024-04-25,4311
S04676,2024-06-11,West,Biased,15,65.0,3679.0,239135.0,239135.0,2024-06-11,3679
S04677,2024-03-18,South,Radial,17,54.0,3676.0,200853.24,200073.52,2024-03-18,3676
S04678,2024-02-27,South,Biased,14,73.0,3986.0,290978.0,290978.0,2024-02-27,3986
S04679,2024-02-02,West,Biased,15,92.0,3913.0,359996.0,359996.0,2024-02-02,3913
S04680,2024-01-14,North,Radial,17,114.0,4191.0,477774.0,477774.0,2024-01-14,4191
S04681,2024-06-10,East,Radial,18,59.0,4560.0,269040.0,269040.0,2024-06-10,4560
S04682,2024-07-07,South,Radial,17,108.0,4074.0,439992.0,439992.0,2024-07-07,4074
S04683,2024-05-11,East,Radial,18,84.0,3767.0,316428.0,316428.0,2024-05-11,3767
S04684,2024-02-28,West,Biased,18,80.0,4284.0,342720.0,342720.0,2024-02-28,4284
S04685,2024-06-05,East,Biased,16,128.0,5325.0,681600.0,681600.0,2024-06-05,5325
S04686,2024-03-23,North,Biased,14,60.0,4423.0,265380.0,265380.0,2024-03-23,4423
S04687,2024-05-13,West,Radial,17,58.0,3887.0,225446.0,225446.0,2024-05-13,3887
S04690,2024-06-16,North,Biased,16,143.0,4793.0,685399.0,685399.0,2024-06-16,4793
S04691,2024-03-23,West,Radial,14,65.0,4523.0,293995.0,293995.0,2024-03-23,4523
S04692,2024-07-11,North,Biased,15,97.0,3768.0,365496.0,365496.0,2024-07-11,3768
S04693,2024-07-15,West,Biased,18,102.0,4965.0,506430.0,506430.0,2024-07-15,4965
S04694,2024-01-27,North,Biased,15,114.0,4828.0,550392.0,550392.0,2024-01-27,4828
S04695,2024-03-20,West,Radial,14,97.0,4769.0,462593.0,462593.0,2024-03-20,4769
S04696,2024-05-13,North,Biased,14,119.0,4701.0,559419.0,559419.0,2024-05-13,4701
S04697,2024-01-13,South,Radial,14,95.0,4590.0,436050.0,436050.0,2024-01-13,4590
S04698,2024-03-04,East,Biased,17,124.0,3776.0,468224.0,468224.0,2024-03-04,3776
S04699,2024-07-08,West,Radial,18,82.0,4731.0,387942.0,387942.0,2024-07-08,4731
S04700,2024-05-26,North,Biased,18,101.0,3806.0,384406.0,384406.0,2024-05-26,3806
S04701,2024-03-20,South,Biased,18,130.0,5073.0,659490.0,659490.0,2024-03-20,5073
S04702,2024-05-02,West,Biased,17,104.0,4130.0,429520.0,429520.0,2024-05-02,4130
S04703,2024-02-12,West,Radial,14,100.0,4037.0,403700.0,403700.0,2024-02-12,4037
S04704,2024-03-29,West,Biased,14,147.0,4017.0,590499.0,590499.0,2024-03-29,4017
S04705,2024-05-27,East,Biased,15,89.0,4797.0,426933.0,426933.0,2024-05-27,4797
S04706,2024-04-04,North,Radial,17,74.0,4756.0,351944.0,351944.0,2024-04-04,4756
S04707,2024-07-14,North,Radial,16,112.0,4637.0,519344.0,519344.0,2024-07-14,4637
S04708,2024-06-20,West,Biased,17,71.0,3633.0,257943.0,257943.0,2024-06-20,3633
S04709,2024-05-30,West,Biased,15,139.0,4948.0,687772.0,687772.0,2024-05-30,4948
S04710,2024-01-02,West,Biased,15,140.0,4324.0,605360.0,605360.0,2024-01-02,4324
S04711,2024-04-29,South,Biased,15,87.0,5213.0,453531.0,453531.0,2024-04-29,5213
S04712,2024-01-22,West,Biased,14,58.0,4548.0,263784.0,263784.0,2024-01-22,4548
S04713,2024-04-24,East,Radial,16,86.0,5083.0,437138.0,437138.0,2024-04-24,5083
S04714,2024-02-26,North,Biased,15,54.0,4803.0,259362.0,259362.0,2024-02-26,4803
S04715,2024-03-12,Eest,Radial,18,131.0,5449.0,713819.0,713819.0,2024-03-12,5449
S04716,2024-01-07,West,Radial,14,71.0,4866.0,345486.0,345486.0,2024-01-07,4866
S04717,2024-07-02,South,Biased,16,61.0,4312.0,263032.0,263032.0,2024-07-02,4312
S04718,2024-04-28,West,Radial,18,109.0,5334.0,581406.0,581406.0,2024-04-28,5334
S04720,2024-04-23,West,Radial,16,71.0,4517.0,320707.0,320707.0,2024-04-23,4517
S04721,2024-01-16,West,Radial,18,55.0,4451.0,443617.5,244805.0,2024-01-16,4451
S04722,2024-03-23,West,Biased,17,148.0,4724.0,703876.0,703876.0,2024-03-23,4724
S04723,2024-06-27,North,Biased,16,76.0,4849.0,368524.0,368524.0,2024-06-27,4849
S04724,2024-03-12,East,Radial,17,104.0,3532.0,367328.0,367328.0,2024-03-12,3532
S04725,2024-05-03,South,Biased,16,64.0,3596.0,230144.0,230144.0,2024-05-03,3596
S04726,2024-04-22,West,Biased,18,113.0,5080.0,574040.0,574040.0,2024-04-22,5080
S04727,2024-01-12,South,Radial,16,66.0,3762.0,248292.0,248292.0,2024-01-12,3762
S04729,2024-02-22,Eest,Radial,15,59.0,4413.0,260367.0,260367.0,2024-02-22,4413
S04730,2024-03-15,West,Biased,16,112.0,4593.0,514416.0,514416.0,2024-03-15,4593
S04731,2024-05-12,Nort,Biased,18,112.0,5336.0,597632.0,597632.0,2024-05-12,5336
S04732,2024-01-27,North,Biased,18,138.0,3792.0,523296.0,523296.0,2024-01-27,3792
S04733,2024-05-19,East,Radial,14,111.0,4416.0,490176.0,490176.0,2024-05-19,4416
S04734,2024-05-24,West,Biased,18,134.0,4229.0,566686.0,566686.0,2024-05-24,4229
S04735,2024-05-13,East,Radial,17,58.0,4730.0,274340.0,274340.0,2024-05-13,4730
S04736,2024-04-06,East,Radial,16,73.0,3671.0,267983.0,267983.0,2024-04-06,3671
S04737,2024-01-05,South,Radial,15,81.0,4257.0,344817.0,344817.0,2024-01-05,4257
S04738,2024-02-26,South,Radial,18,52.0,4425.0,230100.0,230100.0,2024-02-26,4425
S04739,2024-06-04,East,Radial,15,82.0,4918.0,403276.0,403276.0,2024-06-04,4918
S04740,2024-03-18,South,Radial,14,92.0,4779.0,439668.0,439668.0,2024-03-18,4779
S04741,2024-03-09,North,Radial,16,61.0,4787.0,292007.0,292007.0,2024-03-09,4787
S04742,2024-04-27,East,Biased,18,142.0,4400.0,624800.0,624800.0,2024-04-27,4400
S04743,2024-04-29,West,Radial,15,134.0,4787.0,641458.0,641458.0,2024-04-29,4787
S04744,2024-02-28,West,Biased,18,147.0,4016.0,590352.0,590352.0,2024-02-28,4016
S04745,2024-02-02,North,Biased,14,146.0,4533.0,661818.0,661818.0,2024-02-02,4533
S04746,2024-03-02,West,Biased,15,81.0,3770.0,305370.0,305370.0,2024-03-02,3770
S04747,2024-02-19,West,Biased,15,69.0,4241.0,292629.0,292629.0,2024-02-19,4241
S04748,2024-04-21,East,Biased,16,116.0,4835.0,560860.0,560860.0,2024-04-21,4835
S04749,2024-01-19,North,Radial,16,117.0,4893.0,572481.0,572481.0,2024-01-19,4893
S04750,2024-07-15,East,Biased,15,66.0,4066.0,268356.0,268356.0,2024-07-15,4066
S04751,2024-05-02,North,Biased,16,130.0,5422.0,704860.0,704860.0,2024-05-02,5422
S04752,2024-07-12,East,Biased,15,68.0,4052.0,275536.0,275536.0,2024-07-12,4052
S04753,2024-02-16,East,Radial,17,53.0,4149.0,219897.0,219897.0,2024-02-16,4149
S04754,2024-06-15,South,Biased,18,142.0,3890.0,552380.0,552380.0,2024-06-15,3890
S04755,2024-07-14,West,Biased,17,66.0,4458.0,294228.0,294228.0,2024-07-14,4458
S04756,2024-02-02,North,Biased,17,113.0,4638.0,524094.0,524094.0,2024-02-02,4638
S04757,2024-05-20,West,Biased,18,71.0,4074.0,289254.0,289254.0,2024-05-20,4074
S04758,2024-03-24,South,Radial,15,115.0,3843.0,441945.0,441945.0,2024-03-24,3843
S04759,2024-06-30,North,Biased,15,91.0,4933.0,448903.0,448903.0,2024-06-30,4933
S04760,2024-05-14,South,Radial,16,125.0,5069.0,633625.0,633625.0,2024-05-14,5069
S04761,2024-03-19,West,Radial,14,94.0,4901.0,460694.0,460694.0,2024-03-19,4901
S04762,2024-01-14,East,Biased,15,60.0,5287.0,317220.0,317220.0,2024-01-14,5287
S04763,2024-05-26,South,Biased,18,102.0,3955.0,403410.0,403410.0,2024-05-26,3955
S04764,2024-05-07,South,Radial,14,109.0,4946.0,539114.0,539114.0,2024-05-07,4946
S04765,2024-02-23,East,Biased,18,78.0,3943.0,307554.0,307554.0,2024-02-23,3943
S04766,2024-05-27,West,Biased,18,69.0,3696.0,255024.0,255024.0,2024-05-27,3696
S04767,2024-01-29,South,Biased,18,54.0,4367.0,235818.0,235818.0,2024-01-29,4367
