Sale_ID,Date,Region,Tyre_Type,Tyre_Size,Units_Sold,Unit_Price,Total_Sales
S05510,2024-01-08,West,Radial,14,78.0,3711,289458.0
S05511,2024-04-04,East,Radial,17,129.0,3862,498198.0
S05512,2024-04-26,West,Biased,15,87.0,4097,356439.0
S05513,2024-04-19,North,Biased,16,,3632,486688.0
S05514,2024-01-20,North,Radial,14,90.0,5303,
S05515,2024-05-03,West,Biased,16,82.0,5032,412624.0
S05516,2024-02-22,North,Radial,18,142.0,3776,536192.0
S05517,2024-04-28,West,Biased,15,130.0,4788,622440.0
S05518,2024-01-12,East,Biased,16,62.0,4104,254448.0
S05519,2024-06-25,South,RADIAL,15,55.0,5126,281930.0
S05520,2024-01-17,West,Biased,18,115.0,4156,477940.0
S05521,2024-03-04,South,Biased,18,57.0,4883,278331.0
S05522,2024-02-11,South,Biased,14,113.0,5187,586131.0
S05523,2024-04-03,West,Radial,17,145.0,4166,604070.0
S05524,2024-06-05,North,Biased,14,149.0,3635,541615.0
S05525,2024-05-26,East,Biased,15,58.0,4264,247312.0
S05526,2024-01-11,South,Biased,14,72.0,3927,282744.0
S05527,2024-04-07,East,Biased,16,120.0,4329,519480.0
S05528,2024-06-26,South,Biased,14,144.0,4552,655488.0
S05529,2024-03-11,West,Biased,17,70.0,4094,286580.0
S05530,2024-04-17,North,Biased,17,50.0,4853,242650.0
S05531,2024-02-27,East,Biased,15,95.0,4419,419805.0
S05532,2024-02-03,South,Biased,18,111.0,4557,505827.0
S05533,2024-01-20,West,Radial,17,51.0,4003,204153.0
S05534,2024-02-19,West,Biased,15,124.0,5351,663524.0
S05535,2024-04-11,South,Biased,17,131.0,3603,471993.0
S05536,2024-05-17,South,Biased,17,93.0,5450,506850.0
S05537,2024-06-08,South,Biased,18,137.0,3993,547041.0
S05538,2024-02-21,North,Biased,16,132.0,4894,646008.0
S05539,2024-01-15,South,Radial,15,54.0,3887,209898.0
S05540,2024-03-24,South,RADIAL,17,142.0,5268,748056.0
S05541,2024-05-10,North,Radial,17,88.0,4760,418880.0
S05542,2024-02-06,West,Radial,14,115.0,4234,486910.0
S05543,2024-05-05,South,Biased,16,130.0,4404,572520.0
S05544,2024-02-09,East,Biased,18,94.0,4613,433622.0
S05545,2024-03-12,,Biased,15,124.0,3832,475168.0
S05546,2024-02-09,,Radial,17,62.0,3876,240312.0
S05547,2024-02-25,South,Radial,15,142.0,3739,530938.0
S05548,2024-05-30,North,Radial,18,81.0,4229,342549.0
S05549,2024-04-13,North,Radial,16,92.0,3681,338652.0
S05550,2024-05-18,North,Biased,14,57.0,4780,272460.0
S05551,2024-04-19,South,Biased,16,123.0,4243,521889.0
S05552,2024-07-10,South,Radial,14,138.0,4712,650256.0
S05553,2024-05-15,East,Biased,15,108.0,4340,468720.0
S05554,2024-04-02,North,Radial,16,60.0,4938,296280.0
S05555,2024-04-03,South,Radial,16,77.0,5379,414183.0
S05556,2024-02-25,West,Radial,16,146.0,4778,697588.0
S05557,2024-02-29,South,Radial,18,88.0,4568,401984.0
S05558,2024-05-17,South,Biased,15,75.0,4508,
S05559,2024-02-08,West,Biased,14,121.0,4327,523567.0
S05560,2024-01-28,North,Radial,16,75.0,4097,307275.0
S05561,2024-02-18,West,RADIAL,15,81.0,4516,365796.0
S05562,2024-06-12,North,Biased,18,95.0,3700,351500.0
S05563,2024-05-04,West,Biased,18,77.0,4882,375914.0
S05564,2024-01-13,East,Radial,15,56.0,3842,215152.0
S05565,2024-02-05,,Radial,14,84.0,4735,397740.0
S05566,2024-04-10,South,Radial,15,115.0,4130,474950.0
S05567,2024-01-26,East,Radial,15,,3797,269587.0
S05568,2024-03-26,North,Radial,17,71.0,4678,332138.0
S05569,2024-01-04,North,Biased,18,52.0,4197,218244.0
S05570,2024-03-22,North,Biased,14,95.0,4720,448400.0
S05571,2024-07-10,West,Radial,17,99.0,5372,
S05572,2024-06-14,North,Radial,15,57.0,5005,285285.0
S05573,2024-05-06,South,Radial,18,53.0,4212,223236.0
S05574,2024-03-28,North,Radial,17,64.0,4429,283456.0
S05575,2024-05-06,South,Biased,17,,4277,397761.0
S05576,2024-04-29,South,Biased,14,88.0,3878,341264.0
S05577,2024-01-22,South,Radial,15,125.0,4247,530875.0
S05578,2024-05-09,East,Biased,14,78.0,4205,327990.0
S05579,2024-01-31,South,Radial,17,122.0,3866,471652.0
S05580,2024-04-28,West,Radial,17,111.0,5060,561660.0
S05581,2024-01-11,North,Biased,14,133.0,4270,567910.0
S05582,2024-02-15,West,Radial,17,83.0,5453,452599.0
S05583,2024-04-05,East,Biased,16,75.0,4594,344550.0
S05584,2024-07-08,North,Radial,18,,4551,609834.0
S05585,2024-07-15,South,Radial,15,136.0,4916,668576.0
S05586,2024-07-10,North,Radial,18,67.0,5046,338082.0
S05587,2024-01-10,East,Radial,15,112.0,3848,430976.0
S05588,16/06/2024,East,Biased,17,101.0,4641,468741.0
S05589,2024-05-07,West,RADIAL,14,103.0,4903,505009.0
S05590,2024-05-31,North,Biased,14,137.0,4731,648147.0
S05591,08/04/2024,North,Biased,17,91.0,4946,450086.0
S05592,2024-06-20,North,Radial,15,142.0,3592,510064.0
S05593,2024-04-21,West,Biased,17,103.0,3640,374920.0
S05594,2024-02-29,East,Radial,15,101.0,3854,389254.0
S05595,2024-07-08,South,Biased,17,62.0,5046,312852.0
S05596,2024-03-27,North,Biased,17,81.0,5326,431406.0
S05597,2024-05-24,West,Radial,17,132.0,5274,696168.0
S05598,2024-03-05,West,Radial,14,130.0,5299,688870.0
S05599,2024-02-26,South,Biased,15,115.0,5298,609270.0
S05600,2024-07-01,East,Radial,17,131.0,4592,601552.0
S05601,2024-04-15,North,RADIAL,18,107.0,4081,436667.0
S05602,2024-06-29,North,Biased,18,88.0,5220,459360.0
S05603,2024-07-02,West,Biased,14,76.0,4382,333032.0
S05604,2024-01-09,East,Radial,16,127.0,3623,460121.0
S05605,2024-01-22,North,Biased,14,not available,4942,509026.0
S05606,2024-05-20,South,Radial,16,128.0,5257,672896.0
S05607,2024-03-29,East,Radial,14,121.0,5046,610566.0
S05608,2024-06-24,East,Biased,18,122.0,5201,
S05609,2024-01-18,West,Radial,17,134.0,4102,549668.0
S05610,2024-04-24,Wst,Biased,15,92.0,5283,486036.0
S05611,2024-06-16,North,Radial,17,148.0,4864,719872.0
S05612,2024-05-24,West,Radial,18,101.0,4473,451773.0
S05613,2024-05-22,East,Radial,15,63.0,3804,239652.0
S05614,2024-04-15,North,Biased,16,140.0,4302,602280.0
S05615,2024-01-15,North,Biased,16,57.0,4680,266760.0
S05616,2024-03-03,East,Radial,18,84.0,4611,387324.0
S05617,2024-06-15,North,Biased,15,67.0,4751,318317.0
S05618,2024-01-13,South,Biased,17,104.0,4436,461344.0
S05619,2024-03-21,South,Radial,18,127.0,3864,490728.0
S05620,2024-02-01,North,Biased,16,101.0,4491,453591.0
S05621,16/05/2024,West,Biased,18,121.0,5169,625449.0
S05622,2024-02-09,South,Biased,17,98.0,3765,368970.0
S05623,2024-05-27,Nort,Radial,14,57.0,3583,204231.0
S05624,2024-03-22,South,Radial,14,86.0,4735,407210.0
S05625,2024-03-17,West,Biased,17,115.0,4741,545215.0
S05626,2024-07-09,East,Radial,15,not available,4352,565760.0
S05627,2024-03-16,North,Biased,18,126.0,4248,535248.0
S05628,2024-06-20,North,Radial,17,127.0,3650,463550.0
S05629,2024-02-07,North,Biased,14,90.0,4185,376650.0
S05630,2024-07-06,Nort,Radial,16,122.0,3639,
S05631,2024-03-11,North,Biased,17,76.0,3554,270104.0
S05632,2024-02-17,North,Radial,17,69.0,4664,321816.0
S05633,2024-01-18,West,Biased,17,87.0,3573,310851.0
S05634,2024-05-23,East,Radial,14,61.0,4658,284138.0
S05635,01/07/2024,West,Radial,14,91.0,4496,409136.0
S05636,2024-02-08,West,Radial,17,135.0,4407,594945.0
S05637,2024-07-14,East,Biased,17,99.0,4328,428472.0
S05638,2024-07-05,West,Biased,15,80.0,5444,435520.0
S05639,2024-03-29,South,Biased,16,126.0,4141,521766.0
S05640,2024-03-02,West,Radial,18,114.0,4243,483702.0
S05641,2024-05-20,North,Biased,18,102.0,3525,359550.0
S05642,2024-04-18,South,Radial,18,not available,5011,445979.0
S05643,2024-03-21,South,Radial,14,122.0,3934,479948.0
S05644,2024-05-13,East,Radial,14,88.0,5104,449152.0
S05645,2024-03-17,,Biased,15,59.0,3561,210099.0
S05646,2024-07-06,West,Radial,14,78.0,4723,368394.0
S05647,2024-03-30,South,Biased,17,89.0,3989,355021.0
S05648,2024-01-14,West,Biased,16,79.0,3992,315368.0
S05649,2024-04-04,,Radial,16,51.0,5492,280092.0
S05650,2024-02-23,East,Biased,16,131.0,4178,
S05651,2024-05-11,South,Radial,16,77.0,3967,305459.0
S05652,2024-02-08,North,Radial,18,96.0,4639,445344.0
S05653,2024-03-12,South,Biased,18,,4894,396414.0
S05654,2024-01-25,East,Radial,17,137.0,4150,568550.0
S05655,2024-03-17,Eest,Radial,15,127.0,4755,603885.0
S05656,2024-06-08,East,Radial,14,138.0,3947,544686.0
S05657,2024-07-05,West,Biased,14,138.0,4737,653706.0
S05658,09/07/2024,South,Biased,18,81.0,3707,300267.0
S05659,2024-06-14,West,Biased,16,76.0,4501,342076.0
S05660,2024-04-29,,Radial,17,103.0,4625,476375.0
S05661,2024-02-22,South,Radial,15,145.0,5333,773285.0
S05662,2024-07-13,East,Biased,18,105.0,3509,368445.0
S05663,2024-06-04,North,Biased,17,80.0,4996,399680.0
S05664,2024-05-10,North,Biased,17,73.0,4646,339158.0
S05665,2024-05-29,South,Biased,18,84.0,4286,360024.0
S05666,2024-04-05,South,Biased,17,79.0,3503,276737.0
S05667,2024-06-14,East,Radial,16,146.0,3966,579036.0
S05668,2024-07-18,South,Biased,17,104.0,3758,390832.0
S05669,2024-03-12,South,Radial,15,113.0,4220,476860.0
S05670,2024-03-02,East,Radial,17,82.0,5433,445506.0
S05671,2024-07-03,East,Radial,14,95.0,5301,503595.0
S05672,2024-01-06,West,Radial,17,140.0,5297,741580.0
S05673,2024-02-01,South,Biased,18,,3786,552756.0
S05674,2024-04-08,North,Radial,14,82.0,3530,289460.0
S05675,2024-05-17,South,Biased,18,117.0,5211,609687.0
S05676,2024-05-10,North,Radial,15,113.0,4020,454260.0
S05677,2024-07-05,North,Biased,16,79.0,4215,332985.0
S05678,2024-03-16,North,Biased,15,128.0,5143,658304.0
S05679,2024-06-25,West,Radial,14,78.0,3623,282594.0
S05680,2024-02-28,East,Biased,16,111.0,5273,585303.0
S05681,2024-01-31,East,Radial,17,141.0,4421,623361.0
S05682,2024-04-02,West,Biased,14,145.0,3629,526205.0
S05683,2024-03-09,East,Radial,16,149.0,4245,632505.0
S05684,2024-07-08,West,Radial,18,79.0,4015,317185.0
S05685,2024-02-21,South,Biased,16,not available,5003,305183.0
S05686,2024-03-29,West,Biased,18,116.0,5255,609580.0
S05687,2024-05-06,East,Radial,18,64.0,4273,273472.0
S05688,2024-06-17,East,Radial,16,59.0,5065,298835.0
S05689,2024-01-31,South,Biased,15,135.0,4450,600750.0
S05690,2024-03-24,West,Radial,15,110.0,5447,599170.0
S05691,2024-05-06,South,Radial,18,72.0,5352,385344.0
S05692,2024-05-29,North,Radial,14,60.0,3576,214560.0
S05693,2024-05-11,West,Biased,16,65.0,4706,305890.0
S05694,2024-01-13,South,Radial,14,98.0,3865,378770.0
S05695,2024-02-14,South,Radial,15,129.0,3791,489039.0
S05696,2024-05-06,East,Biased,14,63.0,5493,346059.0
S05697,2024-06-18,West,Radial,17,55.0,5237,288035.0
S05698,2024-04-23,North,Radial,17,91.0,4912,446992.0
S05699,2024-06-25,North,Radial,15,66.0,3656,241296.0
S05700,2024-01-20,West,Radial,14,144.0,4623,665712.0
S05701,2024-03-21,West,Biased,16,91.0,4407,
S05702,2024-06-30,South,Radial,15,59.0,5157,304263.0
S05703,2024-06-12,East,Radial,17,95.0,4417,419615.0
S05704,2024-05-08,East,Radial,15,133.0,5350,711550.0
S05705,2024-05-22,Eest,Radial,14,98.0,3609,353682.0
S05706,2024-01-17,West,Radial,14,58.0,5202,301716.0
S05707,2024-05-31,East,Biased,14,128.0,5165,661120.0
S05708,2024-02-27,,Biased,18,88.0,4793,421784.0
S05709,2024-03-12,West,Radial,14,51.0,3637,185487.0
S05710,2024-04-18,West,Radial,17,117.0,4519,528723.0
S05711,2024-01-23,East,Biased,17,101.0,5211,526311.0
S05712,2024-06-22,North,Biased,18,137.0,3563,488131.0
S05713,2024-03-12,,Biased,17,131.0,5166,676746.0
S05714,2024-01-08,South,Radial,17,,4006,240360.0
S05715,2024-02-28,East,Radial,15,86.0,4339,373154.0
S05716,2024-04-20,,Radial,14,139.0,4514,627446.0
S05717,2024-07-05,West,Radial,15,121.0,5223,
S05718,2024-01-13,,Radial,15,71.0,4476,317796.0
S05719,2024-06-15,East,Radial,17,101.0,5487,554187.0
S05720,2024-06-04,West,Biased,16,54.0,4288,231552.0
S05721,2024-07-07,East,Biased,14,not available,3849,196299.0
S05722,2024-01-16,South,Radial,16,54.0,3646,
S05723,2024-04-28,West,Radial,17,148.0,4858,718984.0
S05724,2024-01-02,East,Radial,18,81.0,5055,409455.0
S05725,2024-05-24,West,Biased,15,,5349,363732.0
S05726,2024-01-30,South,Biased,17,53.0,5077,269081.0
S05727,2024-04-12,West,Biased,17,136.0,4361,593096.0
S05728,2024-01-13,East,Biased,16,95.0,5429,515755.0
S05729,05/04/2024,West,Radial,18,132.0,3906,515592.0
S05730,2024-04-03,West,Biased,15,75.0,3843,288225.0
S05731,2024-03-22,East,Biased,18,99.0,4151,410949.0
S05732,2024-01-13,North,Radial,18,75.0,5044,378300.0
S05733,2024-06-19,West,Radial,18,120.0,5114,613680.0
S05734,2024-04-03,West,Radial,14,,5448,441288.0
S05735,2024-05-28,South,Biased,18,146.0,5373,784458.0
S05736,2024-04-21,North,Radial,17,93.0,5183,482019.0
S05737,2024-02-24,South,Biased,14,75.0,4204,315300.0
S05738,2024-03-21,East,Biased,14,110.0,4270,469700.0
S05739,2024-06-16,East,Biased,18,137.0,4659,638283.0
S05740,2024-04-25,South,Biased,17,100.0,3538,353800.0
S05741,2024-05-22,West,Radial,15,108.0,4843,523044.0
S05742,2024-06-28,North,Radial,18,136.0,3786,
S05743,2024-04-17,South,Biased,14,87.0,5402,469974.0
S05744,2024-02-22,South,Radial,15,75.0,4467,335025.0
S05745,2024-05-07,Eest,Biased,15,94.0,4986,468684.0
S05746,2024-06-28,Wst,BIASED,14,80.0,4390,351200.0
S05747,2024-06-06,North,Radial,15,119.0,4161,495159.0
S05748,09/06/2024,,Radial,17,94.0,4875,458250.0
S05749,2024-02-26,North,Biased,17,80.0,4528,362240.0
S05750,2024-02-21,North,Radial,18,110.0,3735,410850.0
S05751,2024-05-16,South,Biased,18,97.0,3735,362295.0
S05752,2024-06-30,North,Radial,15,94.0,5349,502806.0
S05753,2024-04-20,East,Biased,14,109.0,4468,487012.0
S05754,2024-01-01,West,Biased,17,110.0,4000,440000.0
S05755,2024-02-13,West,Radial,16,101.0,4628,467428.0
S05756,2024-03-15,West,Radial,18,101.0,4730,477730.0
S05757,2024-04-07,East,Biased,17,125.0,3738,467250.0
S05758,2024-01-09,East,Radial,15,130.0,5354,696020.0
S05759,2024-02-01,East,Radial,17,111.0,4328,480408.0
S05760,2024-01-15,West,Biased,17,75.0,3551,266325.0
S05761,2024-05-19,North,Biased,15,,3607,418412.0
S05762,2024-07-03,East,Radial,18,128.0,4880,624640.0
S05763,2024-05-15,South,Radial,18,98.0,4556,446488.0
S05764,2024-03-12,East,Biased,16,137.0,3521,482377.0
S05765,2024-06-03,South,Biased,16,143.0,3806,544258.0
S05766,2024-07-08,West,Biased,18,93.0,3510,326430.0
S05767,2024-01-12,South,Biased,18,85.0,5162,438770.0
S05768,2024-03-05,East,Biased,18,102.0,4965,506430.0
S05769,2024-04-16,East,Biased,18,93.0,4061,377673.0
S05770,2024-02-11,North,Biased,17,,3697,517580.0
S05771,2024-07-08,West,Biased,16,71.0,5052,358692.0
S05772,2024-04-24,South,Radial,15,51.0,5465,278715.0
S05773,2024-05-18,West,Radial,14,56.0,4567,255752.0
S05774,2024-04-12,East,Radial,15,65.0,4708,
S05775,2024-06-19,North,Biased,14,137.0,3888,532656.0
S05776,2024-04-04,East,Radial,17,143.0,4050,
S05777,2024-01-17,East,Biased,16,93.0,5030,467790.0
S05778,2024-06-08,East,Radial,14,114.0,4965,566010.0
S05779,2024-03-25,South,Biased,18,140.0,3995,559300.0
S05780,2024-06-16,East,Biased,17,122.0,4004,488488.0
S05781,2024-05-30,West,Radial,14,120.0,3636,436320.0
S05782,2024-02-25,West,Biased,18,118.0,4488,529584.0
S05783,2024-05-13,North,RADIAL,17,110.0,4802,528220.0
S05784,2024-03-26,West,Radial,14,79.0,5466,431814.0
S05785,2024-06-26,East,Radial,18,91.0,3663,333333.0
S05786,2024-04-11,East,Radial,16,140.0,5066,709240.0
S05787,2024-06-13,West,Radial,17,123.0,4351,535173.0
S05788,2024-07-10,North,Radial,14,74.0,4546,336404.0
S05789,2024-02-23,North,Radial,18,131.0,5475,717225.0
S05790,2024-07-18,West,Radial,16,120.0,4210,505200.0
S05791,2024-06-25,South,Radial,18,106.0,4006,424636.0
S05792,2024-04-24,South,Biased,16,144.0,4185,602640.0
S05793,2024-05-18,South,Biased,14,81.0,5033,407673.0
S05794,2024-03-28,South,Radial,18,99.0,5093,504207.0
S05795,2024-02-18,West,Biased,18,124.0,5455,676420.0
S05796,28/05/2024,North,Biased,15,,4207,248213.0
S05797,2024-04-24,East,Radial,17,71.0,5123,363733.0
S05798,2024-07-12,East,Radial,18,144.0,4967,715248.0
S05799,2024-03-03,West,Biased,16,90.0,3641,327690.0
S05800,2024-04-13,East,Radial,17,96.0,3780,
S05801,2024-03-23,South,Radial,14,63.0,4466,281358.0
S05802,2024-04-12,North,Radial,17,52.0,4730,245960.0
S05803,2024-06-04,West,Biased,15,137.0,5207,713359.0
S05804,2024-01-17,North,Radial,14,127.0,3801,482727.0
S05805,2024-01-06,West,Biased,18,102.0,3896,397392.0
S05806,2024-05-26,West,Radial,14,65.0,3817,248105.0
S05807,2024-07-02,West,Radial,14,110.0,5310,
S05808,2024-01-28,,Biased,15,77.0,4407,339339.0
S05809,2024-07-12,North,Radial,16,84.0,4379,367836.0
S05810,2024-02-07,East,Biased,14,51.0,4357,
S05811,2024-04-28,West,Biased,16,110.0,4571,502810.0
S05812,2024-02-06,South,Radial,17,105.0,4172,438060.0
S05813,2024-04-24,West,Radial,15,147.0,4474,657678.0
S05814,2024-03-08,North,Biased,18,104.0,4176,434304.0
S05815,2024-06-25,,Biased,14,67.0,4913,329171.0
S05816,2024-02-12,South,Radial,16,120.0,3878,465360.0
S05817,2024-06-12,North,Radial,14,98.0,3716,364168.0
S05818,2024-02-27,West,Radial,15,91.0,5152,468832.0
S05819,2024-01-13,South,Radial,18,56.0,4348,243488.0
S05820,2024-02-21,North,Radial,17,53.0,5462,289486.0
S05821,2024-02-27,West,Biased,17,,4774,439208.0
S05822,2024-02-01,South,Biased,16,129.0,4367,563343.0
S05823,2024-04-14,North,Biased,17,108.0,3933,424764.0
S05824,2024-07-06,West,Biased,16,98.0,4255,416990.0
S05825,2024-03-23,North,Radial,18,109.0,4441,484069.0
S05826,2024-07-04,South,Biased,14,55.0,5282,290510.0
S05827,2024-04-08,West,Radial,15,69.0,5108,352452.0
S05828,2024-04-13,West,Radial,18,80.0,4807,384560.0
S05829,02/07/2024,West,Radial,18,132.0,5006,660792.0
S05830,2024-01-28,South,Radial,17,71.0,4206,298626.0
S05831,2024-05-08,East,Radial,17,134.0,4790,641860.0
S05832,2024-06-18,West,Biased,15,131.0,5439,712509.0
S05833,2024-02-17,South,Radial,14,81.0,4098,331938.0
S05834,2024-02-09,North,Radial,18,96.0,4769,457824.0
S05835,2024-04-06,North,Radial,17,83.0,4681,388523.0
S05836,2024-07-09,South,Biased,18,76.0,4880,370880.0
S05837,2024-07-18,East,Radial,14,93.0,5071,471603.0
S05838,2024-04-23,South,Radial,16,79.0,3735,295065.0
S05839,2024-05-11,North,Radial,14,82.0,5283,433206.0
S05840,2024-06-14,North,Biased,18,76.0,4983,378708.0
S05841,2024-06-03,West,Radial,18,105.0,3599,377895.0
S05842,2024-05-16,East,Biased,15,72.0,4238,305136.0
S05843,20/04/2024,South,Biased,18,92.0,3618,332856.0
S05844,2024-05-23,North,Radial,17,132.0,4877,643764.0
S05845,2024-07-02,North,Biased,15,103.0,4207,433321.0
S05846,2024-03-16,North,Biased,18,144.0,3587,516528.0
S05847,2024-01-31,South,Radial,14,117.0,3535,413595.0
S05848,2024-04-28,South,Radial,18,102.0,3813,388926.0
S05849,2024-05-21,East,Radial,14,132.0,5063,668316.0
S05850,2024-01-25,West,Radial,14,89.0,4050,360450.0
S05851,2024-02-03,West,Biased,18,109.0,4845,528105.0
S05852,2024-03-07,West,Biased,14,135.0,3926,530010.0
S05853,2024-05-31,North,Radial,16,58.0,4016,232928.0
S05854,2024-04-27,West,Radial,15,144.0,4152,597888.0
S05855,2024-03-13,North,Radial,18,59.0,5263,310517.0
S05856,2024-01-26,East,Biased,16,59.0,3508,206972.0
S05857,2024-05-27,North,Radial,14,79.0,4882,385678.0
S05858,2024-07-10,East,Biased,14,59.0,5001,295059.0
S05859,2024-04-13,East,Biased,15,107.0,3556,380492.0
S05860,2024-01-10,West,Biased,16,85.0,3782,321470.0
S05861,2024-03-07,West,Biased,16,131.0,4968,650808.0
S05862,2024-05-31,North,Radial,18,93.0,3960,368280.0
S05863,2024-01-05,South,Radial,14,106.0,5013,531378.0
S05864,2024-07-13,West,Radial,17,92.0,4882,449144.0
S05865,2024-07-04,,Biased,18,132.0,5213,688116.0
S05866,2024-01-27,South,Biased,18,72.0,4093,294696.0
S05867,2024-04-22,South,Radial,18,53.0,4429,234737.0
S05868,2024-01-15,West,Biased,15,61.0,5120,312320.0
S05869,2024-06-11,South,Biased,15,98.0,3564,349272.0
S05870,2024-04-14,North,Biased,18,73.0,4952,361496.0
S05871,2024-06-29,East,Radial,17,62.0,4354,269948.0
S05872,2024-02-13,East,Radial,16,117.0,4301,503217.0
S05873,2024-01-26,West,Radial,16,140.0,5391,754740.0
S05874,2024-06-23,West,Biased,14,121.0,4980,602580.0
S05875,2024-06-10,,Radial,16,139.0,3635,505265.0
S05876,2024-04-04,South,Radial,16,83.0,4261,353663.0
S05877,2024-06-26,West,Radial,17,not available,4509,261522.0
S05878,2024-03-24,East,Biased,16,59.0,5129,302611.0
S05879,2024-05-19,North,Biased,17,114.0,4571,521094.0
S05880,2024-05-11,North,Biased,15,121.0,5455,660055.0
S05881,2024-03-27,South,BIASED,17,123.0,4111,505653.0
S05882,2024-06-24,West,Biased,15,103.0,4349,447947.0
S05883,2024-07-01,West,Radial,17,92.0,4717,433964.0
S05884,2024-04-21,North,Radial,18,108.0,3616,390528.0
S05885,2024-05-08,Eest,Biased,15,138.0,4278,590364.0
S05886,2024-03-29,West,Biased,15,144.0,4319,621936.0
S05887,2024-03-06,Eest,Radial,16,108.0,4522,488376.0
S05888,2024-06-06,North,Biased,15,116.0,4687,543692.0
S05889,2024-05-10,West,Biased,17,110.0,3978,437580.0
S05890,2024-05-01,East,Biased,18,87.0,4810,418470.0
S05891,2024-05-28,North,Biased,18,148.0,4035,597180.0
S05892,2024-03-24,East,Biased,16,57.0,3993,227601.0
S05893,2024-06-25,West,Radial,17,114.0,3904,445056.0
S05894,2024-04-25,South,Radial,17,54.0,3595,194130.0
S05895,2024-07-08,East,Biased,14,140.0,5020,702800.0
S05896,2024-04-25,South,Biased,15,not available,3753,521667.0
S05897,2024-02-07,West,Radial,16,92.0,3913,359996.0
S05898,2024-05-22,South,Biased,18,109.0,5156,562004.0
S05899,2024-04-19,North,Radial,14,75.0,4083,306225.0
S05900,28/06/2024,South,Biased,17,60.0,5388,323280.0
S05901,2024-02-15,East,Radial,15,83.0,4894,406202.0
S05902,2024-01-25,East,Radial,18,51.0,4075,207825.0
S05903,2024-01-21,South,Biased,14,70.0,3742,261940.0
S05904,2024-04-30,North,Biased,17,75.0,4138,310350.0
S05905,2024-05-01,West,Radial,18,125.0,4896,612000.0
S05906,2024-05-12,South,Biased,18,122.0,3538,431636.0
S05907,2024-03-10,East,Radial,17,136.0,5420,737120.0
S05908,2024-04-22,East,Biased,17,54.0,3852,208008.0
S05909,2024-04-16,South,BIASED,16,58.0,3925,227650.0
S05910,2024-04-21,South,Biased,18,99.0,4600,455400.0
S05911,2024-04-17,South,Radial,17,59.0,4481,264379.0
S05912,2024-02-16,Wst,Radial,14,107.0,4009,428963.0
S05913,2024-07-14,East,Biased,15,59.0,5040,297360.0
S05914,2024-03-31,East,Radial,16,127.0,3639,462153.0
S05915,2024-01-18,East,Biased,17,85.0,3751,318835.0
S05916,2024-05-28,West,Radial,15,123.0,4168,512664.0
S05917,2024-04-13,North,Biased,16,105.0,5294,555870.0
S05918,2024-05-30,East,Radial,18,111.0,3816,423576.0
S05919,2024-07-10,East,Radial,15,86.0,5470,470420.0
S05920,2024-07-13,North,Radial,16,90.0,3919,352710.0
S05921,2024-02-09,West,Radial,17,97.0,4378,424666.0
S05922,2024-05-17,North,Radial,17,71.0,4248,301608.0
S05923,2024-03-29,North,Radial,16,136.0,4598,625328.0
S05924,2024-06-28,North,Biased,18,129.0,4397,567213.0
S05925,2024-07-18,North,Biased,16,110.0,4552,500720.0
S05926,2024-03-01,West,Radial,14,124.0,4564,565936.0
S05927,2024-07-10,West,BIASED,16,148.0,4040,597920.0
S05928,2024-01-05,North,Radial,16,97.0,5015,486455.0
S05929,2024-05-01,South,Biased,17,113.0,4623,522399.0
S05930,2024-06-29,South,Biased,18,133.0,4843,644119.0
S05931,2024-02-24,South,Biased,16,86.0,4069,349934.0
S05932,2024-02-06,South,Biased,15,90.0,4222,379980.0
S05933,2024-02-25,East,Radial,17,54.0,5173,279342.0
S05934,2024-07-05,West,Biased,17,149.0,5046,751854.0
S05935,2024-04-11,West,Biased,16,126.0,5426,683676.0
S05936,2024-04-02,North,Biased,15,101.0,5368,542168.0
S05937,2024-07-15,East,Radial,16,66.0,4500,297000.0
S05938,2024-03-13,North,Biased,15,139.0,4375,608125.0
S05939,2024-02-28,North,Radial,17,111.0,3688,409368.0
S05940,2024-01-02,West,Radial,15,101.0,3949,398849.0
S05941,2024-07-11,East,Biased,16,69.0,3593,247917.0
S05942,2024-04-13,South,Radial,14,146.0,5377,785042.0
S05943,2024-07-06,West,Biased,14,143.0,4704,672672.0
S05944,2024-02-20,,Biased,15,65.0,4844,314860.0
S05945,2024-01-30,East,Biased,16,56.0,3782,
S05946,2024-01-11,West,Biased,18,143.0,4914,702702.0
S05947,2024-04-17,West,Biased,14,115.0,4844,557060.0
S05948,2024-03-16,North,Biased,17,61.0,4069,248209.0
S05949,2024-06-15,North,Biased,16,not available,3524,324208.0
S05950,2024-03-30,North,Radial,16,,5339,475171.0
S05951,2024-05-02,South,Radial,14,50.0,3759,187950.0
S05952,2024-07-18,West,Biased,18,,5427,
S05953,2024-07-09,East,Biased,17,,3996,
S05954,2024-07-10,West,Radial,18,57.0,4736,269952.0
S05955,2024-07-07,East,Biased,17,139.0,3614,502346.0
S05956,2024-05-04,South,Radial,14,124.0,3951,489924.0
S05957,2024-06-30,West,Radial,16,110.0,4199,461890.0
S05958,2024-05-01,East,Biased,17,134.0,4271,572314.0
S05959,2024-04-03,East,Biased,16,54.0,5171,279234.0
S05960,2024-04-12,North,Radial,15,75.0,5013,375975.0
S05961,2024-07-04,South,Radial,15,134.0,5125,686750.0
S05962,2024-07-02,Wst,Biased,14,122.0,5256,641232.0
